timestamp,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,angle,stage,counter
2024-07-17 16:08:59.745417,0.5641481280326843,0.47683149576187134,0.5639227032661438,0.6167204976081848,0.6135000586509705,0.7509720921516418,159.6391428259381,,0
2024-07-17 16:08:59.780066,0.5651000738143921,0.4759449362754822,0.5643377900123596,0.6165255308151245,0.613499641418457,0.7507710456848145,159.57616150765716,,0
2024-07-17 16:08:59.796604,0.5662862062454224,0.47571688890457153,0.5649621486663818,0.6164712309837341,0.6133995652198792,0.7497284412384033,159.48543622411668,,0
2024-07-17 16:08:59.840153,0.5669076442718506,0.47571706771850586,0.5650615096092224,0.6165217757225037,0.6130949854850769,0.7489484548568726,159.31222504259162,,0
2024-07-17 16:08:59.866719,0.5678349733352661,0.4757142961025238,0.5656394362449646,0.6165212392807007,0.6130945086479187,0.7487862706184387,159.36932156713007,,0
2024-07-17 16:08:59.897310,0.5681489109992981,0.4758468270301819,0.5662699937820435,0.616761326789856,0.6127513647079468,0.7488119602203369,159.84418428122999,,0
2024-07-17 16:08:59.928759,0.5698705911636353,0.47583287954330444,0.5669811964035034,0.6171516180038452,0.611681342124939,0.7488254904747009,160.07756982128893,up,0
2024-07-17 16:08:59.954446,0.5720410943031311,0.47516846656799316,0.5680678486824036,0.6170831918716431,0.6110281944274902,0.7490345239639282,160.3622167288694,up,0
2024-07-17 16:08:59.986904,0.5762571692466736,0.4748883843421936,0.5698018670082092,0.6172543168067932,0.6109742522239685,0.7491039633750916,160.0619163160527,up,0
2024-07-17 16:09:00.016166,0.5819078087806702,0.4741213917732239,0.5743143558502197,0.6172508001327515,0.6116235852241516,0.7489422559738159,161.14528588547182,up,0
2024-07-17 16:09:00.051985,0.5888304114341736,0.4754433035850525,0.5828531980514526,0.6194193363189697,0.6126295328140259,0.7499613761901855,164.77350947467278,up,0
2024-07-17 16:09:00.081333,0.5915614366531372,0.4790313243865967,0.5871133208274841,0.6223631501197815,0.6141656041145325,0.7501193284988403,166.2667306146909,up,0
2024-07-17 16:09:00.112113,0.5955432057380676,0.4804128110408783,0.5898405313491821,0.6230415105819702,0.6145604252815247,0.7501100301742554,166.7015727103011,up,0
2024-07-17 16:09:00.145658,0.5954299569129944,0.48214325308799744,0.59233558177948,0.6242388486862183,0.6150872111320496,0.7494635581970215,168.4549448112282,up,0
2024-07-17 16:09:00.170957,0.595770001411438,0.4826938509941101,0.5931769013404846,0.623977780342102,0.6151245832443237,0.7487887144088745,168.97517147139448,up,0
2024-07-17 16:09:00.207122,0.595017671585083,0.4846028685569763,0.5920276045799255,0.6246777772903442,0.615005373954773,0.7480152249336243,168.22391625376005,up,0
2024-07-17 16:09:00.236011,0.5944005846977234,0.4843532145023346,0.5899615287780762,0.6247259378433228,0.6127026677131653,0.7480309009552002,167.73907992078125,up,0
2024-07-17 16:09:00.262377,0.5916316509246826,0.48406895995140076,0.5868892073631287,0.6242917776107788,0.6120137572288513,0.7471562623977661,166.5058738131132,up,0
2024-07-17 16:09:00.295589,0.5871176719665527,0.4839704930782318,0.5841249823570251,0.6238667368888855,0.6104151010513306,0.7466434240341187,166.68830073074128,up,0
